Name,Rechtsform,Land,PLZ,Ort,Straße,HR Amtsgericht,Register-ID,Status,North Data URL,Tel.,Fax,E-Mail,Website,USt.-Id.,Eintragung,Eintragung Datum,Branche (WZ),Ges. Vertreter 1,Ges. Vertreter 2,Ges. Vertreter 3,Gegenstand,Tickers,Finanzkennzahlen Datum,Stamm-/Grundkapital EUR,Bilanzsumme EUR,Gewinn EUR,Gewinn CAGR %,Umsatz EUR,Umsatz CAGR %,Umsatzrendite %,Eigenkapital EUR,EK-Quote %,EK-Rendite %,Mitarbeiterzahl,Umsatz pro Mitarbeiter EUR,Steuern EUR,Steuer-Quote %,Kassenbestand EUR,Forderungen EUR,Verbindlichkeiten EUR,Materialaufwand EUR,Personalaufwand EUR,Personalaufwand pro Mitarbeiter EUR,Pensionsrückstellungen EUR,Immobilien und Grundstücke EUR,Mktg&Tech Bezugszeitraum,Anzahl Förderungen pro Jahr,Gesamtfördersumme pro Jahr EUR,Patente pro Jahr,Marken pro Jahr
elmax immobilien OHG,OHG,DE,70619.0,Stuttgart,Kirchheimer Str. 53,Stuttgart,HRA 732136,aktiv,"https://www.northdata.de/elmax%20immobilien%20OHG,%20Stuttgart/HRA%20732136",+49 71131533715,+49 71131533718,info@elmax-immobilien.de,https://www.elmax-immobilien.de,,Eintragung,03.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kadric, Elmedina","Malik, Adnan",,Die Einbringung von Diensten eines Immobilienmaklers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Käppler Grundstücksverwaltung OHG,OHG,DE,57537.0,Selbach (Sieg),Schulstr. 1 a,Montabaur,HRA 23114,aktiv,"https://www.northdata.de/K%C3%A4ppler%20Grundst%C3%BCcksverwaltung%20OHG,%20Selbach%20(Sieg)/Amtsgericht%20Montabaur%20HRA%2023114",,,,,,Eintragung,04.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Käppler, Aysha","Käppler, Volker",,"Der Erwerb, Verkauf und die Verwaltung von privaten und gewerblichen Immobilien.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias Baldauf e. K.,e. K.,DE,93049.0,Regensburg,Ludwig-Eckert-Str. 10,Regensburg,HRA 9346,erloschen,"https://www.northdata.de/Matthias%20Baldauf%20e%C2%B7%20K%C2%B7,%20Regensburg/HRA%209346",,,,,DE275563107,Eintragung,27.04.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Baldauf, Matthias Albert",,,Vermittlung von Ferienunterkünften und die Veranstaltung von Reisen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Ruf Immobilien UG,UG,DE,91452.0,Wilhermsdorf,Kirchfarrnbach A3,Fürth,HRB 15591,erloschen,"https://www.northdata.de/Niklas%20Ruf%20Immobilien%20UG,%20Wilhermsdorf/Amtsgericht%20F%C3%BCrth%20HRB%2015591",,,,,,Eintragung,27.04.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Ruf, Niklas Achim",,,"ist die Tätigkeit als Immobilienmakler, die Immobilienverwaltung und die Gutachtertätigkeit bezüglich Immobilien.",,31.12.2019,300.0,"12.232,39",,,6.900,"9,07",,"-9.264,13","-75,73",,,,,,,,"10.532,39",,,,,,31.12.2019,,,,
M&F UG,UG,DE,8066.0,Zwickau,Trillerstr. 41,Chemnitz,HRB 30288,erloschen,"https://www.northdata.de/M&F%20UG,%20Zwickau/Amtsgericht%20Chemnitz%20HRB%2030288",,,,,,Eintragung,28.04.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Männel, Clemens",,,"Betrieb von Internetplattformen zur Gewinnung von Kunden im Bereich Immobilie: Hausbewertungen, Finanzierungsangebote, Einholung von Grundbuchauszügen, Energieberatung, Energieausweis, Baustandsbericht; Marklertätigkeiten/An- und Verkauf von Immobilien sowie Verwaltung; Vertrieb, Vermarktung und Betrieb von Franchiseprodukten; Freie Handelsvertretung, insbesondere im Bereich Lebensmittel.",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
BGKV Beteiligungs-UG,UG,DE,48529.0,Nordhorn,NINO-Allee 30,Osnabrück,HRB 210419,erloschen,"https://www.northdata.de/BGKV%20Beteiligungs-UG,%20Nordhorn/Amtsgericht%20Osnabr%C3%BCck%20HRB%20210419",,,,,,Eintragung,03.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Garritsen, Thomas",,,"Gegenstand des Unternehmens ist - im erlaubnisfreien Rahmen - der Erwerb und die Verwaltung von eigenen Beteiligungen sowie die Übernahme der persönlichen Haftung und der Geschäftsführung bei Personenhandelsgesellschaften, insbesondere die Beteiligung als persönlich haftende Gesellschafterin (Komplementärin) an der BGKV Immobilien UG (haftungsbeschränkt) & Co. KG.",,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
k-oenic projectconsulting UG,UG,DE,77975.0,Ringsheim,Kirchstr. 11,Freiburg,HRB 714674,aktiv,"https://www.northdata.de/k-oenic%20projectconsulting%20UG,%20Ringsheim/Amtsgericht%20Freiburg%20HRB%20714674",,,,,,Eintragung,04.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","König, Florian Gerald",,,Die Erbringung von Beratungsleistungen im Einzelhandelssektor sowie die Vermittlung von Immobilien in diesem Bereich. Ferner sollen die Auftraggeber bei der Umsetzung spezieller Immobilienanforderungen unterstützt werden.,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faller Immobilienmanagement UG,UG,DE,31515.0,Wunstorf,Wasserzucht 9,Hannover,HRB 213786,in Liquidation,"https://www.northdata.de/Faller%20Immobilienmanagement%20UG,%20Wunstorf/Amtsgericht%20Hannover%20HRB%20213786",,,,,,Eintragung,11.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,"Immobilienbezogene Leistungen und Dienstleistungen, wie insbesondere die Verwaltung von Immobilien, der Erwerb und die Veräußerung von bebauten und unbebauten Grundstücken, Wohnungen, Erbbaurechten, Vermittlung und Vermarktung von Immobilien, Aufbau und Verwaltung von Bestandsimmobilien, die Übernahme der Verwaltung von Wohnungseigentümer- und Dauerwohnrechtsgemeinschaften, Investitionen und Beteiligungen an anderen Firmen und Unternehmen.",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
OrangeBlue Immobilien e. K.,e. K.,DE,18374.0,Zingst,Hafenstr. 23,Stralsund,HRA 20133,aktiv,"https://www.northdata.de/OrangeBlue%20Immobilien%20e%C2%B7%20K%C2%B7,%20Zingst/Amtsgericht%20Stralsund%20HRA%2020133",+49 3823226020,,info@orangeblue-immobilien.de,https://www.orangeblue-immobilien.de,,Eintragung,13.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Rennhack, Ben Heinz Edgar",,,"Immobilienmakler, Kauf und Verkauf von Grundstücken, Vermietung von Immobilien, Vermittlung von jeglichen Dienstleistungen im Zusammenhang mit Immobilien.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tartufo Immobilien UG,UG,DE,14167.0,Berlin,Dahlemer Weg 196 b,Charlottenburg (Berlin),HRB 201614 B,erloschen,"https://www.northdata.de/Tartufo%20Immobilien%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20201614%20B",,,,,,Eintragung,04.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Scheel, Alper Teyfik",,,Die Vermittlung und der Nachweis von Immobilien. Stamm- bzw.,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SR Immobilien Frankenthal UG,UG,DE,67227.0,Frankenthal (Pfalz),Welschgasse 18,Ludwigshafen a.Rhein,HRB 64891,erloschen,"https://www.northdata.de/SR%20Immobilien%20Frankenthal%20UG,%20Frankenthal%20(Pfalz)/Amtsgericht%20Ludwigshafen%20a.Rhein%20HRB%2064891",,,,,,Eintragung,06.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,"Der Immobilienverkauf, die Immobilienvermietung und die Immobilienverwaltung. Weiterhin ist Gegenstand des Unternehmens die Beteiligung an anderen Unternehmen sowie das Betreiben eines EMS Mikrostudios.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clever Inn Immobilienbetreuungs- und verwaltungsgesellschaft UG,UG,DE,51702.0,Bergneustadt,Goethestr. 3,Köln,HRB 87599,erloschen,"https://www.northdata.de/Clever%20Inn%20Immobilienbetreuungs-%20und%20verwaltungsgesellschaft%20UG,%20Bergneustadt/Amtsgericht%20K%C3%B6ln%20HRB%2087599",,,,,,Eintragung,10.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Renner, Nicola",,,Die Betreuung und Verwaltung von Immobilien.,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Marti Immobilien e. K.,e. K.,DE,40549.0,Düsseldorf,Bayerstr. 85,Düsseldorf,HRA 23927,erloschen,"https://www.northdata.de/Iris%20Marti%20Immobilien%20e%C2%B7%20K%C2%B7,%20D%C3%BCsseldorf/HRA%2023927",,,,,,Eintragung,10.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Marti, Iris",,,"Immobilienmarketing, Projektentwicklung, Unternehmensberatung für Bauträger, Vermittlung von Immobilien und Darlehen.",,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
SGS Immobilien-Service UG,UG,DE,46147.0,Oberhausen,Bahnstr. 75,Duisburg,HRB 28529,erloschen,"https://www.northdata.de/SGS%20Immobilien-Service%20UG,%20Oberhausen/Amtsgericht%20Duisburg%20HRB%2028529",,,,,,Eintragung,13.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Gül, Veysel",,,"An- und Verkauf, die Vermietung und die Renovierung von Immobilien sowie damit verbundene Tätigkeiten.",,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Scholte Albers Makler UG,UG,DE,49824.0,Emlichheim,Bachstr. 6,Osnabrück,HRB 210445,erloschen,"https://www.northdata.de/Scholte%20Albers%20Makler%20UG,%20Emlichheim/Amtsgericht%20Osnabr%C3%BCck%20HRB%20210445",,,,,,Eintragung,17.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Scholte Albers, Bernard Heinrich",,,Vermittlung von Immobilien,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ Projektentwicklung UG,UG,DE,44534.0,Lünen,Steinstr. 55,Dortmund,HRB 28316,erloschen,"https://www.northdata.de/AZ%20Projektentwicklung%20UG,%20L%C3%BCnen/Amtsgericht%20Dortmund%20HRB%2028316",,,,,,Eintragung,19.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Zannoth, Andreas",,,"Immobilienprojektentwicklung, Bauträgertätigkeiten, Handel mit Immobilien und alle verwandten Nebengeschäfte.",,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Metrohome Immobilien UG,UG,DE,91074.0,Herzogenaurach,Am Hans-Ottenberg 10,Fürth,HRB 15626,aktiv,"https://www.northdata.de/Metrohome%20Immobilien%20UG,%20Herzogenaurach/Amtsgericht%20F%C3%BCrth%20HRB%2015626",,,,,,Eintragung,20.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Weber, Christian-Imre",,,ist der Vertrieb und die Vermittlung von Wohn- und Gewerbeimmobilien.,,31.12.2017,100.0,"9.067,35","-881,62",,5.400,"35,00","-16,33","393,87","4,34","-223,84",,,,,"1.999,93",,"7.156,48",,,,,,31.12.2017,,,,
Kirsten Paul International Consultants e. K.,e. K.,DE,63743.0,Aschaffenburg,Würzburger Str. 152,Aschaffenburg,HRA 5661,aktiv,"https://www.northdata.de/Kirsten%20Paul%20International%20Consultants%20e%C2%B7%20K%C2%B7,%20Aschaffenburg/HRA%205661",+49 60214586050,+49 60214586059,,https://www.paul-international.net,DE244688961,Eintragung,07.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Paul, Kirsten Birte",,,"Der Betrieb einer Vermittlung von Immobilien in Florida USA, die Vermittlung von Finanzierungen für Immobilien sowie die Erbringung von Serviceleistungen, die auch Servicedienstleistungen an und für gruppenangehörige Unternehmen umfassen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH Immobilien Wolfsburg e. K.,e. K.,DE,38448.0,Wolfsburg,An der Fabrik 4,Braunschweig,HRA 201828,erloschen,"https://www.northdata.de/GH%20Immobilien%20Wolfsburg%20e%C2%B7%20K%C2%B7,%20Wolfsburg/Amtsgericht%20Braunschweig%20HRA%20201828",,,,,DE305100998,Eintragung,20.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Horsmans, Gunda",,,"Maklertätigkeiten. Vermittlung des Abschlusses oder Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, gewerbliche Räume oder Wohnräume gem. § 34c Abs. 1 Nr. 1 GewO i. V. m. der Erlaubnis der Stadt Wolfsburg vom 27.01.2016.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immobilien Bircks & Hoeger UG,UG,DE,52445.0,Titz,Theodor-Storm-Str. 6,Düren,HRB 7282,erloschen,"https://www.northdata.de/Immobilien%20Bircks%20&%20Hoeger%20UG,%20Titz/Amtsgericht%20D%C3%BCren%20HRB%207282",,,,,,Eintragung,24.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Höger, Thomas Heribert",,,Die Vermittlung sowie die Vermietung und Verpachtung von Immobilien aller Art.,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirk Bartz Immobilien e. K.,e. K.,DE,17121.0,Loitz,Greifswalder Str. 260 a,Neubrandenburg,HRA 2530,erloschen,"https://www.northdata.de/Dirk%20Bartz%20Immobilien%20e%C2%B7%20K%C2%B7,%20Loitz/Amtsgericht%20Neubrandenburg%20HRA%202530",,,,,,Eintragung,27.05.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Bartz, Dirk",,,"Vermittlung des Abschlusses und Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, Wohnräume gewerbliche Räume und grundstückseigenen Rechten (Immobilienmakler).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESDI Immobilien Dresden e. K.,e. K.,DE,1309.0,Dresden,Bergmannstr. 22,Dresden,HRA 9821,erloschen,"https://www.northdata.de/ESDI%20Immobilien%20Dresden%20e%C2%B7%20K%C2%B7,%20Dresden/HRA%209821",,,,,,Eintragung,06.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kluge, Willi",,,Vermittlung der Gelegenheit zum An- und Verkauf von Grundstücken und grundstücksgleichen Rechten und Vermittlung der Gelegenheit zur Vermietung und Verpachtung von Immobilien sowie damit im Zusammenhang stehende Geschäfte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB Liegenschaften Claudia Becker e. K.,e. K.,DE,33034.0,Brakel,Feriendorf 122,Paderborn,HRA 7047,erloschen,"https://www.northdata.de/CB%20Liegenschaften%20Claudia%20Becker%20e%C2%B7%20K%C2%B7,%20Brakel/Amtsgericht%20Paderborn%20HRA%207047",,,,,,Eintragung,07.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Becker, Claudia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.I.M.H UG,UG,DE,57439.0,Attendorn,Bremger Weg 78,Siegen,HRB 10981,erloschen,"https://www.northdata.de/G%C2%B7I%C2%B7M%C2%B7H%20UG,%20Attendorn/Amtsgericht%20Siegen%20HRB%2010981",,,,,,Eintragung,07.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Grimm, Sissy",,,"Immobilien, Marketing und Handel.",,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphavest Real Estate UG,UG,DE,10439.0,Berlin,Erich-Weinert-Str. 26,Charlottenburg (Berlin),HRB 177439 B,erloschen,"https://www.northdata.de/Alphavest%20Real%20Estate%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20177439%20B",,,,,,Eintragung,08.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Mayer, Maximilian",,,"Entwicklung einer Online-Plattform, die nicht von der Gesellschaft betrieben wird, für die Vermittlung und den Verkauf von Immobilien und Grundstücken sowie damit verbundene Dienstleistungen, insbesondere Marketingaktivitäten. Stamm- bzw.",,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhinewater Capital Partner UG,UG,DE,56751.0,Einig,Geringer Str. 2,Koblenz,HRB 25183,erloschen,"https://www.northdata.de/Rhinewater%20Capital%20Partner%20UG,%20Einig/Amtsgericht%20Koblenz%20HRB%2025183",,,,,,Eintragung,10.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Georg, Romano Martin Andreas",,,"Gegenstand des Unternehmens ist Aquisition von Immobilien im Auftrag, Projektentwicklung, Investment & Property Management, Immobilienkonzeptionen und -beteiligungen, Ertragsmaximierungen von Immobilien sowie Portfolio Management, Beratung bei der Anschaffung von Immobilien, Strukturierung von Share- und Asset Deals und Unternehmensbeteiligungen bzw. Übernahmen von Gesellschaften.",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallbaum Grundstücksverwaltung Schneverdingen e. K.,e. K.,DE,29223.0,Celle,Spangenbergstr. 26,Lüneburg,HRA 202509,aktiv,"https://www.northdata.de/Wallbaum%20Grundst%C3%BCcksverwaltung%20Schneverdingen%20e%C2%B7%20K%C2%B7,%20Celle/Amtsgericht%20L%C3%BCneburg%20HRA%20202509",+49 5141709050,+49 51417090555,,,,Eintragung,16.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Wallbaum, Axel","Fahl, Johannes Christoph",,Kauf und Verwaltung von Grundstücken und Immobilien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostra 3 OHG,OHG,DE,69126.0,Heidelberg,Im Breitspiel 11,Mannheim,HRA 706925,aktiv,"https://www.northdata.de/Rostra%203%20OHG,%20Heidelberg/Amtsgericht%20Mannheim%20HRA%20706925",,,,,,Eintragung,21.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Bingel, Beatrice","Weidenhammer, Oliver",,"Bewirtschaftung und Vermietung der Immobilie Rohrbacher Str. 3, Gewerberäume 9 einschließlich den zugeordneten Stellplätze in Heidelberg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuTe Immobilienberatung Gundlach und Teschke OHG,OHG,DE,22393.0,Hamburg,Waldweg 15,Hamburg,HRA 120337,aktiv,"https://www.northdata.de/GuTe%20Immobilienberatung%20Gundlach%20und%20Teschke%20OHG,%20Hamburg/HRA%20120337",+49 4063305060,+49 4061187702,info@gute-immobilienberatung.de,https://www.gute-immobilienberatung.de,,Eintragung,22.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Gundlach, Tim-Simon","Teschke, Stephan",,Gemäß § 34c Gewerbeordnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0211 Immobilien & Service e. K.,e. K.,DE,40724.0,Hilden,Zum Forsthaus 14,Düsseldorf,HRA 23988,aktiv,"https://www.northdata.de/0211%20Immobilien%20&%20Service%20e%C2%B7%20K%C2%B7,%20Hilden/Amtsgericht%20D%C3%BCsseldorf%20HRA%2023988",+49 21187557902,,dirszus@0211immobilien-service.de,,,Eintragung,24.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Dirszus, Stefanie",,,"Die Vermittlung und Projektentwicklung von Immobilien, Haus- und Mietverwaltung, haushaltsnahe Dienstleistungen sowie Unternehmensvberatung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImmobilienAgenturCering e. K.,e. K.,DE,90489.0,Nürnberg,Künhoferstr. 33,Nürnberg,HRA 17641,aktiv,"https://www.northdata.de/ImmobilienAgenturCering%20e%C2%B7%20K%C2%B7,%20N%C3%BCrnberg/HRA%2017641",+49 17682172680,+49 91154833021,info@iacimmo.de,https://www.iacimmo.de,DE272227388,Eintragung,24.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Cering, Vladimir",,,"Die Vermittlung des Abschlusses oder Nachweis der Gelegenheit zum Abschluss von Verträgen über Grundstücke, grundstücksgleiche Rechte, Wohnräume und gewerbliche Räume.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uwe Schaus e. K.,e. K.,DE,27607.0,Geestland,Leher Landstr. 34,Tostedt,HRA 203282,aktiv,"https://www.northdata.de/Uwe%20Schaus%20e%C2%B7%20K%C2%B7,%20Geestland/Amtsgericht%20Tostedt%20HRA%20203282",+49 474392200,+49 4743922029,uwe.schaus@lbs-nord.de,,,Eintragung,28.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schaus, Uwe",,,"Immobilienvermittlung im In- und Ausland, Beratung bei Bausparverträgen und Bausparfinanzierungen, Gebäudeversicherungen und Geldanlagen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actio Immobilien e. K.,e. K.,DE,82024.0,Taufkirchen,Kirschenstr. 9,München,HRA 105552,erloschen,"https://www.northdata.de/Actio%20Immobilien%20e%C2%B7%20K%C2%B7,%20Taufkirchen/Amtsgericht%20M%C3%BCnchen%20HRA%20105552",,,,,DE307947564,Eintragung,10.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Schauf, Susanne",,,"Vermittlung und Nachweis der Gelegenheit zum Abschluss von Verträgen über private und gewerbliche Grundstücke, grundstücksgleiche Rechte und Wohnräume sowie damit zusammenhängende Beratung, ausgenommen Rechts- und Steuerberatung.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Valley Property UG,UG,DE,12101.0,Berlin,Gontermannstr. 4 B,Charlottenburg (Berlin),HRB 177609 B,erloschen,"https://www.northdata.de/Green%20Valley%20Property%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20177609%20B",,,,,,Eintragung,16.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Kahriman, Mercan",,,"Kaufen-Verkaufen, Mieten-Vermieten, Pachten-Verpachten, Betreiben-Verwalten-Vermitteln von Immobilien und gastronomischen Einrichtungen, Kindergärten-Kindertagesstätten und Betreuungen jeglicher Art und sowie von Baumaßnahmen.",,31.12.2017,500.0,500,,,480,0,,500,100,,,,,,,,,,,,,,31.12.2017,,,,
SB Wohnglück-Service UG,UG,DE,12524.0,Berlin,Am Kiesberg 59,Charlottenburg (Berlin),HRB 177664 B,erloschen,"https://www.northdata.de/SB%20Wohngl%C3%BCck-Service%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20177664%20B",,,,,,Eintragung,17.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Sbutewitsch, Olexander",,,"Vermietung und Vermittlung von Wohnraum, Vermietung und Vermittlung von Büro- und anderen Nutzflächen, Erbringung und Vermittlung von Service und Dienstleistungen, welche sich auf die Nutzung von Wohnraum, Büroangelegenheiten sowie andere gewerbliche Nutzungenbeziehen; ferner die Unternehmensberatung und Erledigung von Dienstleistungen des täglichen Alltags im gesetzlich möglichen Rahmen; Stamm- bzw.",,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpio Immobilien Inh. Thomas Hauck e. K.,e. K.,DE,63868.0,Großwallstadt,Am Neubergsweg 2,Aschaffenburg,HRA 5667,erloschen,"https://www.northdata.de/Carpio%20Immobilien%20Inh%C2%B7%20Thomas%20Hauck%20e%C2%B7%20K%C2%B7,%20Gro%C3%9Fwallstadt/Amtsgericht%20Aschaffenburg%20HRA%205667",,,,,,Eintragung,29.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Hauck, Thomas",,,Ankauf und Verkauf sowie die Vermietung von Immobilien und Dienstleistungen im Vermietungsbereich und das Halten von Beteiligungen aller Art.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aktiv Projekt Consulting e. K.,e. K.,DE,66640.0,Namborn,Bornerhof 7,Saarbrücken,HRA 12016,aktiv,"https://www.northdata.de/Aktiv%20Projekt%20Consulting%20e%C2%B7%20K%C2%B7,%20Namborn/Amtsgericht%20Saarbr%C3%BCcken%20HRA%2012016",+49 1741630492,,h.franzmann@apc-ek.de,https://www.apc-ek.de,DE180868798,Eintragung,30.06.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Franzmann, Horst Rudi",,,Die Entwicklung von Immobilienprojekten und Beratung sowie deren Vertrieb.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAT Immobilien UG,UG,DE,12167.0,Berlin,Albrechtstr. 30,Charlottenburg (Berlin),HRB 177998 B,aktiv,"https://www.northdata.de/GAT%20Immobilien%20UG,%20Berlin/Amtsgericht%20Charlottenburg%20(Berlin)%20HRB%20177998%20B",,,info@gat-immobilien.de,https://gat-immobilien.de,,Eintragung,01.07.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Thiene, Gerrit A.",,,Die Vermittlung der Gelegenheit zum An- und Verkauf von Immobilien oder grundstücksgleichen Rechte sowie der Gelegenheit zur Anmietung und Vermietung von Immobilien.,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenda Immobilien e. K.,e. K.,DE,73760.0,Ostfildern,Mühlstr. 27,Stuttgart,HRA 732323,aktiv,"https://www.northdata.de/Avenda%20Immobilien%20e%C2%B7%20K%C2%B7,%20Ostfildern/Amtsgericht%20Stuttgart%20HRA%20732323",+49 71146906484,,info@avenda-immobilien.de,https://www.avenda-immobilien.de,,Eintragung,06.07.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte","Neth, Alexander",,,Die Vermittlung und der Verkauf von Immobilien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao und Gao eGbR,eGbR,DE,14532.0,Stahnsdorf,Potsdamer Allee 79,Potsdam,GsR 512,aktiv,"https://www.northdata.de/Yao%20und%20Gao%20eGbR,%20Stahnsdorf/Amtsgericht%20Potsdam%20GsR%20512",,,,,,Eintragung,06.07.2016,"68.31.1 Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",,,,"Die Projektierung von Immobilienobjekten, Export, Import und Geschäftsvermittlung, insbesondere in den Bereichen Kulturaustausch, Technologie und Umwelt.",,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
